POSTE_ID,DATECOM,DIRECTION,VEHICULE,P00_01,P01_02,P02_03,P03_04,P04_05,P05_06,P06_07,P07_08,P08_09,P09_10,P10_11,P11_12,P12_13,P13_14,P14_15,P15_16,P16_17,P17_18,P18_19,P19_20,P20_21,P21_22,P22_23,P23_24,SUM_TRAF,LOCALITE,ROUTE,SENS,D1,D2,COORD_X,COORD_Y
485,2020-08-03,3,C,1,0,0,0,1,6,7,17,18,15,17,11,9,12,12,10,10,12,10,7,4,2,2,2,185,DUDELANGE-KAYL,N31,Kayl <-> Dudelange deux sens ,Kayl,Dudelange,72739.43,61260.1
486,2020-08-03,3,C,0,2,0,1,3,16,39,27,17,28,25,26,26,21,14,15,15,15,17,22,15,12,9,11,376,ESCH-SUR-ALZETTE,N4,Esch-Belval <-> Esch-Centre deux sens ,Esch-Belval,Esch-Centre,66402.57,61767.566
487,2020-08-03,3,C,1,0,0,2,2,5,12,16,37,41,28,20,19,22,15,25,26,14,11,8,5,2,3,2,316,ESCH-SUR-ALZETTE,N31,Esch-sur-Alzette <-> Kayl-Poteau deux sens ,Esch-sur-Alzette,Kayl-Poteau,67438.54,61933.023
488,2020-08-03,3,C,1,0,0,1,1,5,10,14,23,30,16,16,11,22,13,17,10,10,10,7,3,2,3,2,227,RUMELANGE,N33,Rumelange <-> Kayl-Poteau deux sens ,Rumelange,Kayl-Poteau,68581.734,59217.008
490,2020-08-03,3,C,0,0,0,0,0,1,2,4,5,11,6,5,6,4,4,6,2,2,1,3,3,0,0,0,65,GAICHEL,N8,Belgique <-> Luxembourg deux sens ,Belgique,Luxembourg,58321.293,84479.27
493,2020-08-03,3,C,0,1,2,0,0,9,15,18,27,27,25,15,19,22,26,12,21,19,13,15,3,7,4,1,301,BISSEN,N22,Boevange <-> Colmar-Berg deux sens ,Boevange,Colmar-Berg,72252.0,94835.0
495,2020-08-03,3,C,0,1,0,3,0,4,15,19,19,26,22,27,20,21,17,19,16,14,10,6,5,0,6,0,270,RECKANGE,N8,Brouch <-> Reckange deux sens ,Brouch,Reckange,73345.1,90757.43
498,2020-08-03,3,C,0,4,0,3,7,14,21,23,31,37,23,30,31,34,24,25,25,15,13,17,8,0,1,2,388,BASCHARAGE,N31,Biff <-> Niedercorn deux sens ,Biff,Niedercorn,60394.312,69204.414
503,2020-08-03,3,C,0,0,0,0,0,0,0,0,6,4,2,5,3,2,3,2,2,1,2,2,5,0,0,0,39,LORENTZWEILER,CR122,Huensdorf <-> Lorentzweiler deux sens ,Huensdorf,Lorentzweiler,77852.89,85039.0
504,2020-08-03,3,C,0,0,0,0,0,0,0,1,5,5,4,4,1,5,3,6,6,2,2,4,2,1,0,0,51,BLASCHETTE,CR122,Blaschette <-> Lorentzweiler deux sens ,Blaschette,Lorentzweiler,79707.0,85291.0
505,2020-08-03,3,C,4,2,0,2,6,22,28,48,60,80,51,39,50,54,42,28,45,38,30,19,30,19,13,15,725,LORENTZWEILER,N7,Lorentzweiler <-> A7 deux sens ,Lorentzweiler,A7,77847.0,85564.0
506,2020-08-03,3,C,0,1,1,0,2,1,3,6,15,16,10,18,5,12,9,16,8,11,5,3,1,1,1,0,145,MERSCH,CR102,Mersch <-> A7 Schoenfels deux sens ,Mersch,A7 Schoenfels,74824.0,89523.0
508,2020-08-03,3,C,0,1,2,2,2,4,14,21,23,22,19,19,16,17,12,18,15,4,6,7,3,3,3,0,233,MERSCH,N8,Mersch <-> A7 deux sens ,Mersch,A7,74645.0,90828.0
509,2020-08-03,3,C,0,1,0,3,2,5,21,25,27,33,31,38,27,23,22,26,24,14,8,7,4,2,8,0,351,RECKANGE,N8,A7 <-> Reckange deux sens ,A7,Reckange,74281.0,90838.0
520,2020-08-03,3,C,0,0,0,0,2,10,20,22,31,29,28,21,27,20,21,23,21,18,13,7,7,7,5,1,333,ROLLINGEN,N7,Mersch <-> Lintgen deux sens ,Mersch,Lintgen,76360.086,88875.28
525,2020-08-03,3,C,2,0,0,0,0,0,7,4,8,14,11,9,8,8,12,10,10,8,5,2,2,1,1,1,123,ANGELSBERG,CR118,Larochette <-> Mersch deux sens ,Larochette,Mersch,79535.66,92442.2
602,2020-08-03,3,C,1,3,5,8,15,21,51,49,48,59,73,74,71,68,51,58,50,40,31,36,19,9,7,6,853,WEISWAMPACH,N7,Wemperhardt <-> Weiswampach deux sens ,Wemperhardt,Weiswampach,72299.13,134843.62
604,2020-08-03,3,C,0,1,0,1,4,10,22,24,28,24,33,21,23,19,15,19,17,15,16,13,6,2,1,4,318,TROISVIERGES,N12,Wilwerdange <-> Asselborn deux sens ,Wilwerdange,Asselborn,68095.63,132528.28
610,2020-08-03,3,C,4,4,4,9,17,23,54,80,85,79,88,111,70,80,78,71,71,55,54,37,22,10,11,6,1123,DICKT,N7,Hosingen <-> Hoscheid deux sens ,Hosingen,Hoscheid,74344.13,114997.33
708,2020-08-03,3,C,0,0,0,4,4,9,9,21,19,17,15,14,10,19,13,22,17,7,8,6,3,2,3,1,223,MERTZIG,N21,Feulen <-> Mertzig deux sens ,Feulen,Mertzig,68947.51,100496.57
710,2020-08-03,3,C,6,4,8,12,20,44,72,90,125,107,101,123,86,97,114,74,68,49,46,33,14,15,12,10,1330,ETTELBRUCK CONT.,B7,Friedhaff <-> Ettelbruck deux sens ,Friedhaff,Ettelbruck,75172.06,100627.21
711,2020-08-03,3,C,0,0,0,0,0,7,12,25,31,28,39,38,25,30,27,21,22,14,12,13,10,8,4,0,366,SCHIEREN,N7,Ettelbruck <-> Colmar deux sens ,Ettelbruck,Colmar,74927.53,100060.695
712,2020-08-03,3,C,0,0,0,0,1,6,12,13,16,11,20,14,14,22,16,14,13,11,11,14,2,1,1,0,212,WARKEN,CR348,Buerden <-> Ettelbruck deux sens ,Buerden,Ettelbruck,74576.27,102224.555
716,2020-08-03,3,C,0,0,1,1,8,18,32,52,46,34,35,41,26,30,32,37,32,26,24,17,11,12,16,3,534,ETTELBRUCK,N7,Ettelbruck <-> Diekirch deux sens ,Ettelbruck,Diekirch,76330.8,101746.24
724,2020-08-03,3,C,1,0,0,2,3,8,15,11,18,25,22,22,20,21,24,21,18,17,12,10,10,6,3,3,292,MEDERNACH-LAROCHETTE,N14,Larochette <-> Medernach deux sens ,Larochette,Medernach,83536.74,96383.305
805,2020-08-03,3,C,1,1,1,1,4,11,8,18,25,31,25,28,17,19,25,19,23,19,16,11,7,3,5,1,319,REDANGE,N22,Reichlange <-> Redange deux sens ,Reichlange,Redange,62433.26,93397.71
807,2020-08-03,3,C,0,0,0,1,2,6,14,17,19,25,22,31,20,26,27,31,29,22,15,12,8,6,3,1,337,REICHLANGE,N12,Reichlange <-> Bettborn deux sens ,Reichlange,Bettborn,62549.984,93523.484
809,2020-08-03,3,C,0,0,0,0,1,4,9,6,5,10,11,7,12,12,11,6,4,7,7,5,6,1,1,0,125,REICHLANGE,N23,Reichlange <-> Rambrouch deux sens ,Reichlange,Rambrouch,62256.12,93684.695
811,2020-08-03,3,C,0,0,1,0,0,3,7,9,11,14,8,5,12,11,14,17,11,5,3,3,5,4,2,2,147,RIPPWEILER,N24,Noerdange <-> Useldange deux sens ,Noerdange,Useldange,64934.914,91119.266
813,2020-08-03,3,C,0,0,1,1,0,3,7,13,15,13,7,8,7,10,11,7,6,4,4,1,3,2,2,0,125,RIPPWEILER,N24,Noerdange <-> Useldange deux sens ,Noerdange,Useldange,65143.75,91246.97
816,2020-08-03,3,C,0,0,0,1,1,8,19,20,17,32,23,25,24,23,19,23,26,11,11,6,3,3,3,1,299,RIPPWEILER,N12,Reichlange <-> Saeul deux sens ,Reichlange,Saeul,65140.598,91118.45
818,2020-08-03,3,C,0,0,0,2,1,3,12,18,10,15,17,19,17,13,10,14,14,12,11,5,5,2,3,1,204,SAEUL,N12,Tuntange <-> Saeul deux sens ,Tuntange,Saeul,68143.06,87308.63
820,2020-08-03,3,C,0,0,0,0,7,12,17,13,11,17,22,18,12,15,11,20,15,12,9,8,4,1,1,4,229,RIESENHOF,N23,Martelange <-> Koetschette deux sens ,Martelange,Koetschette,54420.99,100762.33
822,2020-08-03,3,C,0,0,0,1,0,1,1,7,8,5,8,4,8,7,5,12,7,4,2,1,0,0,0,0,81,GROSBOUS,N12,Grosbous <-> Hierheck deux sens ,Grosbous,Hierheck,65234.676,99642.78
902,2020-08-03,3,C,0,0,0,0,4,4,11,26,23,28,31,29,16,28,22,28,17,24,19,12,5,1,1,2,331,CLERVAUX,N18,Marnach <-> Antoniushof deux sens ,Marnach,Antoniushof,69742.12,124931.14
905,2020-08-03,3,C,1,0,0,4,6,22,40,58,51,58,61,67,60,59,54,66,43,35,27,20,17,11,11,3,774,NIEDERFEULEN,N15,Feulen <-> Ettelbruck deux sens ,Feulen,Ettelbruck,72442.53,101794.555
908,2020-08-03,3,C,0,0,0,0,6,20,29,30,47,40,37,24,28,21,28,33,29,31,27,19,21,9,13,3,495,BETTEMBOURG,N13,Bettembourg <-> Fennange deux sens ,Bettembourg,Fennange,74808.01,64802.297
909,2020-08-03,3,C,1,0,1,1,3,11,11,30,33,34,43,33,24,39,26,25,19,19,17,9,5,5,2,3,394,TETANGE,N33,Rumelange <-> Kayl deux sens ,Rumelange,Kayl,70816.64,60129.043
926,2020-08-03,3,C,0,0,0,0,2,9,23,36,38,39,36,32,26,27,19,28,16,19,17,13,14,10,10,8,422,ESCH-ALZETTE,N4,Lallange <-> Esch-Alzette deux sens ,Lallange,Esch-Alzette,66852.0,62961.0
927,2020-08-03,3,C,0,0,0,0,0,0,13,22,27,27,27,24,19,22,18,18,11,10,6,2,3,3,2,1,255,WICKRANGE,N13,Wickrange <-> Pontpierre deux sens ,Wickrange,Pontpierre,69445.73,67176.516
928,2020-08-03,3,C,0,0,1,0,0,8,14,15,18,12,18,16,14,16,15,9,14,12,16,14,6,5,4,4,231,BELVAUX,N31,Belvaux <-> Differdange deux sens ,Belvaux,Differdange,62411.56,64443.49
939,2020-08-03,3,C,3,6,4,8,16,28,48,70,70,89,77,100,79,72,62,70,66,41,47,42,17,10,9,5,1039,HOSINGEN,N7,Dorscheid <-> Hosingen deux sens ,Dorscheid,Hosingen,74532.484,120637.63
941,2020-08-03,3,C,1,1,0,3,2,4,15,18,22,18,20,20,21,17,22,19,15,15,7,6,5,1,2,2,256,ALLERBORN,N20,Féitsch <-> Allerborn deux sens ,Féitsch,Allerborn,59769.207,122546.0
942,2020-08-03,3,C,1,1,2,3,2,4,12,24,33,32,31,24,29,23,22,21,15,13,7,6,7,2,2,2,318,HAMIVILLE,N12,Hamiville <-> Féitsch deux sens ,Hamiville,Féitsch,60364.152,123320.05
944,2020-08-03,3,C,0,1,0,1,4,3,9,10,22,18,23,15,19,16,10,8,7,9,7,7,3,1,0,4,197,EMESCHBAACH,N12,Asselborn <-> Antoniushaff deux sens ,Asselborn,Antoniushaff,64769.258,128659.93
1111,2020-08-03,3,C,0,0,0,1,2,9,11,13,15,18,14,25,16,14,14,11,12,8,9,6,11,3,3,3,218,ECHTERNACH,N10,Echternach <-> Bollendorf deux sens ,Echternach,Bollendorf,96674.516,98391.53
1113,2020-08-03,3,C,0,0,0,0,1,2,4,3,8,4,8,8,6,5,5,3,4,1,3,4,2,1,0,0,72,CHRISTNACH,CR118,Christnach <-> Consdorf deux sens ,Christnach,Consdorf,87978.6,94792.87
1114,2020-08-03,3,C,0,0,1,1,3,2,4,9,9,10,7,4,7,8,4,7,6,6,6,2,2,3,1,0,102,PAFEBIERG,CR141,Osweiler <-> Mompach deux sens ,Osweiler,Mompach,100631.55,93911.984
1117,2020-08-03,3,C,2,2,1,5,8,11,40,36,57,36,45,55,53,40,37,40,31,27,31,21,11,8,4,1,602,ECHTERNACH,N11,Echternach <-> Luxembourg deux sens ,Echternach,Luxembourg,97290.05,96950.62
1119,2020-08-03,3,C,1,0,1,0,0,4,6,3,6,16,4,8,3,6,4,7,2,4,2,4,6,2,1,1,91,STEINHEIM,N10,Echternach <-> Wasserbillig deux sens ,Echternach,Wasserbillig,101849.56,98546.32
1202,2020-08-03,3,C,2,1,0,1,1,7,13,25,23,22,22,20,19,14,20,18,19,17,16,10,5,6,5,2,288,JUNGLINSTER,N11,Junglinster <-> Gonderange deux sens ,Junglinster,Gonderange,85771.23,85499.0
1204,2020-08-03,3,C,3,2,3,4,7,17,34,55,65,51,62,60,51,37,46,42,25,32,20,23,13,18,9,1,680,GONDERANGE,N11,Gonderange <-> Junglinster deux sens ,Gonderange,Junglinster,85287.734,84159.34
1206,2020-08-03,3,C,0,0,0,0,0,0,1,2,3,5,6,3,3,7,2,2,5,3,2,3,2,2,2,1,54,EISENBORN,CR119,Staffelstein <-> Eisenborn deux sens ,Staffelstein,Eisenborn,81117.0,83990.0
1207,2020-08-03,3,C,0,0,1,1,0,4,16,15,23,21,18,19,17,19,19,17,18,21,19,13,6,7,7,4,285,JUNGLINSTER,N11,Graulinster <-> Junglinster deux sens ,Graulinster,Junglinster,87152.0,87021.0
1208,2020-08-03,3,C,0,0,1,1,1,6,6,11,11,14,12,10,14,10,12,9,9,8,8,7,5,4,4,1,164,JUNGLINSTER,CR121,Junglinster <-> Blumenthal deux sens ,Junglinster,Blumenthal,87126.0,87227.0
1209,2020-08-03,3,C,1,1,2,4,4,14,22,37,44,29,38,40,39,32,25,28,15,22,11,11,10,12,8,0,449,JUNGLINSTER,N11,Junglinster <-> Gonderange deux sens ,Junglinster,Gonderange,85689.0,85250.0
1210,2020-08-03,3,C,1,1,2,4,6,17,29,44,46,29,46,42,42,38,39,33,20,36,21,15,13,11,9,0,544,JUNGLINSTER,N11,Gonderange <-> Graulinster deux sens ,Gonderange,Graulinster,86181.0,85345.0
1211,2020-08-03,3,C,0,0,0,0,0,4,1,4,8,9,8,6,2,3,2,6,4,3,4,2,1,2,2,1,72,GODBRANGE,CR129,Junglinster <-> Godbrange deux sens ,Junglinster,Godbrange,84952.0,88911.0
1223,2020-08-03,3,C,0,0,0,0,3,5,19,21,20,20,24,21,28,20,19,16,9,17,13,11,7,4,6,3,286,MACHTUM,N10,Grevenmacher <-> Remich deux sens ,Grevenmacher,Remich,98652.9,81359.82
1229,2020-08-03,3,C,0,0,0,0,0,2,9,6,9,12,20,9,10,7,14,12,9,4,8,4,1,2,1,2,141,BIWER,N14,Wecker <-> Boudlerbach deux sens ,Wecker,Boudlerbach,94591.47,85866.375
1230,2020-08-03,3,C,1,2,20,1,2,5,19,28,17,24,19,28,17,21,15,16,18,18,18,11,6,4,2,1,313,NIEDERANVEN,N1,Niederanven <-> Senningerberg deux sens ,Niederanven,Senningerberg,85068.016,79222.9
1231,2020-08-03,3,C,1,4,1,2,0,9,12,20,17,17,21,26,9,25,13,8,12,12,12,7,5,3,1,1,238,BERG,N1,Wecker <-> Roodt-sur-Syre deux sens ,Wecker,Roodt-sur-Syre,93813.984,83089.69
1232,2020-08-03,3,C,0,1,1,3,2,14,27,47,49,34,43,43,31,35,30,30,24,21,17,13,8,6,6,5,490,GREVENMACHER,N1,Grevenmacher <-> Potaschberg A1 deux sens ,Grevenmacher,Potaschberg A1,99073.95,82634.05
1250,2020-08-03,3,C,1,0,1,0,2,2,7,9,10,19,15,9,10,9,7,7,8,7,4,5,3,3,4,1,143,MOERSDORF,N10,Wasserbillig <-> Born deux sens ,Wasserbillig,Born,104024.4,89718.56
1300,2020-08-03,3,C,6,2,8,9,28,41,77,115,102,99,108,119,89,81,103,72,61,59,38,29,18,8,14,12,1298,LORENTZWEILER,A7,Mersch <-> Luxembourg deux sens ,Mersch,Luxembourg,76556.0,85983.0
1314,2020-08-03,3,C,0,0,2,1,0,6,5,12,12,18,10,18,14,13,12,14,13,10,12,4,2,3,1,2,184,DALHEIM,N13,Filsdorf <-> Bous deux sens ,Filsdorf,Bous,86768.91,67154.63
1410,2020-08-03,3,C,194,147,156,210,294,488,532,520,467,531,554,382,626,599,574,523,486,430,448,385,381,367,232,218,9744,BETTEMBOURG,A3,Croix de Bettembourg <-> Luxembourg deux sens ,Croix de Bettembourg,Luxembourg,76227.07,64532.98
1414,2020-08-03,3,C,167,103,91,138,278,624,468,424,481,540,557,598,693,592,662,739,663,607,429,406,321,368,315,177,10441,FRANCE Frontière,A3,France <-> Luxembourg deux sens ,France,Luxembourg,76415.195,60861.355
1430,2020-08-03,3,C,56,51,52,74,116,143,180,255,185,200,188,228,246,197,240,212,208,218,176,153,117,109,55,71,3730,POTASCHBIERG,A1,Aire de Wasserbillig <-> Echangeur Munsbach deux sens ,Aire de Wasserbillig,Echangeur Munsbach,98204.266,83303.73
1432,2020-08-03,3,C,70,64,58,85,128,190,228,299,255,262,255,306,306,278,316,301,271,314,196,149,98,133,112,79,4753,ALLEMAGNE Frontière,A1,Allemagne <-> Luxembourg deux sens ,Allemagne,Luxembourg,103675.21,88574.78
1433,2020-08-03,3,C,51,48,54,71,125,154,195,263,203,211,208,228,232,196,247,199,206,206,184,141,120,111,65,65,3783,FINDEL,A1,Muensbach <-> Senningerberg deux sens ,Muensbach,Senningerberg,84816.99,78195.62
1441,2020-08-03,3,C,11,6,6,12,38,103,133,143,156,170,172,170,147,132,113,109,89,67,47,51,52,22,17,14,1980,AESSEN,A13,Sanem <-> Lankelz deux sens ,Sanem,Lankelz,63022.316,66426.78
1448,2020-08-03,3,C,25,30,22,31,63,85,132,130,140,117,119,139,130,168,172,175,145,133,101,76,66,59,56,25,2339,TUNNEL MARKUSBIERG,A13,Allemagne <-> Frisange deux sens ,Allemagne,Frisange,94038.67,60374.227
1483,2020-08-03,3,C,5,1,11,8,27,31,62,94,79,83,93,103,81,70,92,67,54,50,33,28,20,11,12,13,1128,LORENTZWEILER échangeur,A7,T. Grouft <-> T. Gosseldange deux sens ,T. Grouft,T. Gosseldange,77829.83,85801.0
1486,2020-08-03,3,C,8,4,14,12,41,61,103,164,161,141,173,162,123,121,142,118,93,93,57,44,34,29,21,13,1932,GRENGEWALD,A7,Ech. Waldhof <-> Ech. Kirchberg deux sens ,Ech. Waldhof,Ech. Kirchberg,81368.125,79165.42
1487,2020-08-03,3,C,6,4,7,7,30,40,71,97,89,98,119,104,84,81,88,78,54,64,41,28,21,16,10,14,1251,STAFFELSTEIN,A7,Ech. Waldhof <-> Ech. Lorentzweiler deux sens ,Ech. Waldhof,Ech. Lorentzweiler,80637.51,80313.8
17563,2020-08-03,3,C,0,0,0,1,2,13,9,9,8,11,4,3,7,1,4,6,6,7,5,7,5,3,4,4,119,BELVAUX,B40,France <-> Esch deux sens ,France,Esch,63849.78,63148.72
2,2020-08-04,3,C,9,5,5,7,4,19,40,57,42,51,50,53,41,48,50,53,46,39,45,27,25,11,12,5,744,WEMPERHARDT Frontière,N12,Belgique <-> Wemperhardt deux sens ,Belgique,Wemperhardt,71763.83,135930.69
7,2020-08-04,3,C,6,2,1,1,6,7,31,35,37,25,32,34,23,16,14,22,15,15,19,5,5,4,2,3,360,WASSERBILLIG Frontière,N1,Allemagne <-> Wasserbillig deux sens ,Allemagne,Wasserbillig,104390.6,86705.04
10,2020-08-04,3,C,1,1,0,3,6,20,34,24,31,22,34,29,20,25,22,34,30,34,15,12,9,4,2,1,413,REMICH Frontière,N2,Allemagne <-> Remich deux sens ,Allemagne,Remich,94650.09,67632.38
11,2020-08-04,3,C,0,0,0,1,0,4,5,6,11,3,0,4,4,9,5,2,3,9,8,5,6,2,1,0,88,WORMELDANGE Frontière,CR122B,Wormeldange <-> Allemagne deux sens ,Wormeldange,Allemagne,96998.64,74772.195
12,2020-08-04,3,C,3,1,2,3,2,5,8,11,7,8,15,11,8,12,8,14,11,4,6,3,6,4,3,1,156,SCHENGEN Frontière,N10,Allemagne <-> Schengen deux sens ,Allemagne,Schengen,94452.04,59671.875
15,2020-08-04,3,C,1,1,0,0,0,0,5,3,1,3,4,2,5,1,1,3,3,3,0,1,0,0,0,0,37,DUDELANGE Frontière,CR184,France <-> Luxembourg deux sens ,France,Luxembourg,73685.16,58403.06
16,2020-08-04,3,C,0,0,0,1,2,8,16,12,6,11,8,5,8,12,10,9,8,10,11,9,5,3,4,1,159,ESCH-ALZETTE Frontière,N4,France <-> Esch/Alzette deux sens ,France,Esch/Alzette,65661.805,61457.156
18,2020-08-04,3,C,24,15,19,24,24,67,92,89,89,70,83,105,90,106,110,99,96,94,80,90,55,29,31,25,1606,RODANGE Frontière Belgique,N5F,Belgique <-> Rodange deux sens ,Belgique,Rodange,54827.676,68064.97
20,2020-08-04,3,C,0,0,0,2,0,1,4,12,11,20,4,10,10,8,7,6,8,4,6,2,3,2,0,0,120,STEINFORT Frontière,N6,Belgique <-> Steinfort deux sens ,Belgique,Steinfort,60990.77,80497.3
21,2020-08-04,3,C,7,2,1,4,9,16,26,56,40,40,37,29,40,30,25,25,28,23,24,14,12,8,8,7,511,CAP,N6,Windhof <-> Capellen deux sens ,Windhof,Capellen,65806.37,79096.31
24,2020-08-04,3,C,0,2,0,3,1,7,8,17,15,20,17,13,12,17,21,17,12,14,13,11,7,4,6,6,243,RODANGE,N5,France <-> Rodange deux sens ,France,Rodange,55248.91,68011.25
25,2020-08-04,3,C,1,3,0,0,0,15,11,11,11,14,17,16,10,9,9,13,13,6,9,0,4,6,1,0,179,PETANGE,N5b,Pétange <-> Athus deux sens ,Pétange,Athus,57345.37,69400.0
26,2020-08-04,3,C,7,8,5,17,37,65,108,141,146,154,170,161,150,128,131,112,87,78,56,37,25,16,9,13,1861,PETANGE,N31,Lamadelaine <-> Biff deux sens ,Lamadelaine,Biff,58072.58,69260.56
27,2020-08-04,3,C,0,0,0,1,1,1,2,6,7,5,7,6,3,3,5,3,3,4,3,2,1,2,0,0,65,VIANDEN Frontière,N17A,Allemagne <-> Luxembourg deux sens ,Allemagne,Luxembourg,84055.21,110409.38
29,2020-08-04,3,C,3,7,4,6,6,22,38,28,42,32,49,28,31,43,32,35,25,21,16,16,8,4,6,2,504,GREVENMACHER Frontière,N10A,Allemagne <-> Grevenmacher deux sens ,Allemagne,Grevenmacher,99794.3,82493.125
30,2020-08-04,3,C,2,0,1,1,2,7,25,30,24,29,24,27,23,20,24,21,23,12,17,10,5,8,10,4,349,FRISANGE Frontière,N3,France <-> Frisange deux sens ,France,Frisange,81513.98,64407.594
58,2020-08-04,3,C,0,0,0,0,0,3,6,6,10,12,7,6,9,8,6,11,7,7,10,6,3,4,3,1,125,FRISANGE,N3,Frisange <-> France deux sens ,Frisange,France,81808.0,63523.0
202,2020-08-04,3,C,0,0,0,1,1,5,7,18,19,18,26,18,18,16,13,15,22,14,10,5,5,2,2,2,237,QUATRE-VENTS,N12,Dondelange <-> Quatre-Vents deux sens ,Dondelange,Quatre-Vents,70927.0,82759.0
203,2020-08-04,3,C,1,0,0,0,0,2,5,17,8,15,14,11,13,11,10,15,9,7,11,8,7,6,3,1,174,QUATRE-VENTS,N12,Kopstal <-> Quatre-Vents deux sens ,Kopstal,Quatre-Vents,71158.0,82433.0
291,2020-08-04,3,C,0,0,0,0,1,1,5,9,9,10,10,10,6,8,6,10,7,9,8,6,8,6,7,4,140,Belvaux,CR191a,Belvaux <-> Esch-Belval deux sens ,Belvaux,Esch-Belval,63394.766,62919.67
304,2020-08-04,3,C,2,2,2,6,9,19,45,54,50,55,44,65,59,53,51,39,37,23,22,14,16,14,11,7,699,SPRINKANGE,N5,Schouweiler <-> Dippach deux sens ,Schouweiler,Dippach,65600.78,72448.55
327,2020-08-04,3,C,1,0,2,1,3,5,19,23,20,14,19,17,19,28,21,23,20,15,13,2,1,3,2,0,271,HELLANGE,N13,Rond-point Hellange <-> Hellange deux sens ,Rond-point Hellange,Hellange,77896.0,63437.0
328,2020-08-04,3,C,12,4,10,10,12,20,66,47,60,41,74,44,38,58,54,57,63,38,30,18,9,12,8,7,792,HELLANGE,N13B,Rond-point Hellange <-> A13 deux sens ,Rond-point Hellange,A13,77423.0,63289.0
390,2020-08-04,3,C,1,0,0,0,0,1,13,19,16,15,17,11,16,14,12,13,11,12,11,9,6,3,4,4,208,SIEWEBUREN,N12,Siewebueren <-> Bridel deux sens ,Siewebueren,Bridel,74099.87,77610.51
400,2020-08-04,3,C,4,1,0,1,8,19,48,61,63,55,58,46,45,40,35,43,34,50,35,28,27,20,20,10,751,BONNEVOIE,N2,Pulvermuehl/Hamm <-> Luxembourg Gare deux sens ,Pulvermuehl/Hamm,Luxembourg Gare,78434.0,74849.0
401,2020-08-04,3,C,2,1,0,0,5,16,21,45,39,50,35,39,41,37,40,36,22,26,24,20,15,10,10,8,542,HEISDORF,N7,Bofferdange <-> Helmsange deux sens ,Bofferdange,Helmsange,77717.0,82009.0
403,2020-08-04,3,C,2,0,3,0,4,6,14,24,26,29,32,27,18,18,16,9,11,18,10,7,4,5,5,4,292,DOMMELDANGE,N11,Waldhof <-> Eich deux sens ,Waldhof,Eich,78558.0,78125.0
406,2020-08-04,3,C,3,2,4,2,4,5,6,23,24,35,31,31,16,24,28,25,21,16,7,7,1,1,3,1,320,SCHOENFELS,CR102,Mersch <-> Schoenfels deux sens ,Mersch,Schoenfels,74880.55,88877.625
407,2020-08-04,3,C,1,2,0,2,3,21,43,49,55,62,57,47,46,47,45,31,44,25,21,24,16,14,13,9,677,HELFENT,N5,Dippach <-> Luxembourg deux sens ,Dippach,Luxembourg,72102.234,73862.96
413,2020-08-04,3,C,3,0,1,5,14,25,40,49,37,49,38,37,38,32,38,30,29,29,29,18,20,14,12,9,596,MAMER ,N6,Mamer <-> Strassen deux sens ,Mamer,Strassen,70278.65,76882.81
414,2020-08-04,3,C,4,2,5,4,3,16,28,36,40,45,45,36,34,33,35,36,30,23,13,12,16,6,5,6,513,KEHLEN,CR102,Kehlen <-> Quatre-Vents deux sens ,Kehlen,Quatre-Vents,70521.94,81870.375
415,2020-08-04,3,C,0,1,0,0,3,6,14,19,21,23,25,15,22,31,17,18,8,8,5,4,1,2,1,0,244,BIERGERKRAIZ,CR181,Bereldange <-> Biergerkraiz deux sens ,Bereldange,Biergerkraiz,75254.0,79109.0
416,2020-08-04,3,C,1,1,0,0,3,9,14,33,24,34,30,26,22,28,22,23,15,7,5,5,6,3,2,1,314,BRIDEL,CR181,Bridel <-> Strassen deux sens ,Bridel,Strassen,73359.48,79379.484
417,2020-08-04,3,C,2,3,2,2,2,2,7,16,21,28,17,24,11,16,18,18,16,11,0,4,2,0,2,2,226,KEISPELT,CR102,Schoenfels <-> Keispelt deux sens ,Schoenfels,Keispelt,73021.0,84742.0
419,2020-08-04,3,C,0,0,2,0,0,0,10,15,8,7,9,12,7,12,11,6,4,3,3,2,1,0,0,0,112,KOPSTAL,CR101,Schoenfels <-> Kopstal deux sens ,Schoenfels,Kopstal,73115.695,81557.31
420,2020-08-04,3,C,1,1,1,2,5,1,15,24,29,16,17,24,17,24,16,24,12,11,7,5,3,2,3,1,261,BERTRANGE,N34,Bertrange <-> Z.I. Bourmicht deux sens ,Bertrange,Z.I. Bourmicht,72823.914,75351.734
422,2020-08-04,3,C,1,0,0,0,0,1,3,10,4,3,12,8,6,5,12,9,6,5,6,2,3,1,2,3,102,ITZIG,CR159,Itzig <-> Sandweiler deux sens ,Itzig,Sandweiler,80435.78,72686.32
423,2020-08-04,3,C,2,0,1,1,1,3,10,13,16,19,18,16,23,13,14,13,9,9,3,3,5,3,3,0,198,CONTERN,CR226,Itzig <-> Contern deux sens ,Itzig,Contern,83415.41,72685.97
424,2020-08-04,3,C,0,0,0,0,0,0,1,1,2,1,3,1,1,2,1,1,3,2,2,2,0,0,0,0,23,CONTERN,CR226,Syren <-> Contern deux sens ,Syren,Contern,84006.48,71656.95
425,2020-08-04,3,C,2,1,1,2,3,9,15,23,23,21,14,25,18,28,15,16,18,17,9,6,9,8,6,6,295,MUNSBACH,CR132,Munsbach <-> Niederanven deux sens ,Munsbach,Niederanven,87232.05,78007.11
