POSTE_ID,DATECOM,DIRECTION,VEHICULE,P00_01,P01_02,P02_03,P03_04,P04_05,P05_06,P06_07,P07_08,P08_09,P09_10,P10_11,P11_12,P12_13,P13_14,P14_15,P15_16,P16_17,P17_18,P18_19,P19_20,P20_21,P21_22,P22_23,P23_24,SUM_TRAF,LOCALITE,ROUTE,SENS,D1,D2,COORD_X,COORD_Y
426,2020-08-04,3,C,3,0,1,1,2,10,13,20,24,19,23,20,18,19,21,16,17,13,14,12,12,10,9,7,304,SENNINGERBERG,CR126,Senningerberg <-> Findel deux sens ,Senningerberg,Findel,84038.0,79207.0
427,2020-08-04,3,C,0,0,0,0,0,0,1,6,7,5,4,7,0,1,4,0,6,1,2,0,1,0,0,0,45,WALDHOF,CR126,Waldhof <-> Rammeldange deux sens ,Waldhof,Rammeldange,82162.39,80430.805
432,2020-08-04,3,C,2,0,0,0,0,10,24,45,35,22,27,20,29,22,22,26,25,33,18,27,16,10,12,7,432,SANDWEILER,N2,Moutfort <-> Hamm deux sens ,Moutfort,Hamm,83141.0,75772.0
433,2020-08-04,3,C,7,2,3,2,9,24,38,52,58,57,55,49,38,41,44,33,40,35,15,11,14,4,7,5,643,SANDWEILER,N2,Oetrange <-> Hamm deux sens ,Oetrange,Hamm,84370.26,74929.016
446,2020-08-04,3,C,3,0,0,0,5,14,36,46,39,39,39,33,34,32,37,31,41,41,29,21,15,11,11,8,565,SCHLAMMESTE,N3,Frisange <-> Alzingen deux sens ,Frisange,Alzingen,80616.65,67187.47
448,2020-08-04,3,C,1,0,0,3,5,8,21,33,23,23,25,23,25,29,26,23,20,19,16,10,8,9,5,4,359,SELZ,N17,Tandel <-> Bleesbréck deux sens ,Tandel,Bleesbréck,81468.414,104916.64
449,2020-08-04,3,C,2,0,1,4,13,17,29,41,43,46,48,49,40,46,48,53,38,34,32,22,17,12,14,9,658,BLEESBRECK,N17,Bleesbréck <-> Diekirch deux sens ,Bleesbréck,Diekirch,81229.69,104020.695
450,2020-08-04,3,C,1,0,1,1,5,10,14,22,21,25,29,26,28,21,29,22,19,19,17,12,11,6,9,5,353,BLEESBRECK,N19,Reisdorf <-> Bleesbréck deux sens ,Reisdorf,Bleesbréck,81692.11,104206.2
452,2020-08-04,3,C,1,0,1,3,1,7,8,18,26,37,31,28,16,31,31,30,24,10,9,6,0,3,1,2,324,FRIDHAFF,N7,Fridhaff <-> Diekirch deux sens ,Fridhaff,Diekirch,78950.55,104686.45
453,2020-08-04,3,C,5,10,8,6,14,26,66,82,105,96,112,108,74,96,129,98,101,44,34,31,20,14,14,8,1301,FRIDHAFF,N27A,Fridhaff <-> Ettelbruck deux sens ,Fridhaff,Ettelbruck,77553.01,105087.97
454,2020-08-04,3,C,7,11,6,10,14,24,74,80,93,103,106,101,75,103,123,101,108,70,48,41,26,22,14,12,1372,FRIDHAFF,N7,Hoscheid <-> Fridhaff deux sens ,Hoscheid,Fridhaff,77637.0,106186.0
455,2020-08-04,3,C,0,1,1,0,0,0,0,0,1,0,5,2,3,2,4,1,3,3,3,2,0,0,0,0,31,MUELLENDORF,CR123,Muellendorf <-> Huensdorf deux sens ,Muellendorf,Huensdorf,77294.0,83437.0
456,2020-08-04,3,C,2,1,1,0,1,6,11,14,16,21,17,17,21,19,16,15,14,12,13,12,10,8,7,5,259,HEISDORF,CR124,Heisdorf <-> Muellendorf deux sens ,Heisdorf,Muellendorf,77493.0,82563.0
457,2020-08-04,3,C,1,0,0,0,0,7,12,8,14,9,13,8,9,13,9,8,11,7,6,7,10,7,1,0,160,BERELDANGE,CR123,Bereldange <-> Steinsel deux sens ,Bereldange,Steinsel,76733.0,80795.0
458,2020-08-04,3,C,0,0,0,0,1,0,0,1,2,2,1,1,2,0,3,0,0,0,0,1,0,0,0,0,14,HELMSANGE,CR125,Staffelstein <-> Helmsange deux sens ,Staffelstein,Helmsange,78296.0,80609.0
459,2020-08-04,3,C,5,0,2,2,6,18,17,19,20,17,13,14,10,10,12,15,13,17,20,13,13,9,4,5,274,CANACH,CR144,Oetrange <-> Canach deux sens ,Oetrange,Canach,90560.0,74802.0
460,2020-08-04,3,C,1,0,0,0,0,1,0,1,2,3,4,3,2,6,3,2,2,0,0,0,1,0,0,0,31,OETRANGE-BOUS,N28,Bous <-> Oetrange deux sens ,Bous,Oetrange,89401.55,71297.25
463,2020-08-04,3,C,4,1,0,6,9,36,48,52,35,55,47,47,57,42,41,41,29,28,27,19,11,6,3,2,646,ELLANGE,N16,Mondorf (A13) <-> Ellange deux sens ,Mondorf (A13),Ellange,89819.75,64515.914
464,2020-08-04,3,C,0,2,0,0,1,6,8,6,15,17,19,21,6,27,13,21,8,2,5,0,4,3,1,1,186,SCHENGEN Giratoire,N10,Remich <-> Schengen deux sens ,Remich,Schengen,94124.73,60879.266
469,2020-08-04,3,C,14,10,12,20,34,47,60,71,73,79,103,77,86,84,80,74,54,45,36,32,28,22,12,19,1172,WINDHOF,N13,Windhof <-> Garnich (A6) deux sens ,Windhof,Garnich (A6),64673.805,78754.23
470,2020-08-04,3,C,4,2,3,5,4,10,27,32,24,28,36,37,34,31,33,26,21,18,16,14,9,4,3,4,425,GARNICH,N13,Windhof A6 <-> Garnich deux sens ,Windhof A6,Garnich,64367.84,76355.555
473,2020-08-04,3,C,1,0,3,1,6,22,33,35,37,42,45,45,35,41,36,30,36,35,22,13,8,5,3,4,538,BOUS,N2,Remich <-> Bous deux sens ,Remich,Bous,91325.17,68727.45
474,2020-08-04,3,C,1,1,0,1,2,7,8,9,15,18,20,15,12,13,16,7,13,8,6,5,4,3,1,1,186,HETTERMILLEN,N10,Ehnen <-> Hettermillen deux sens ,Ehnen,Hettermillen,94853.0,72820.0
479,2020-08-04,3,C,1,0,1,1,5,22,32,39,47,39,50,47,41,45,29,31,33,35,19,16,10,6,5,5,559,TRINTANGE,N2,Assel <-> Moutfort deux sens ,Assel,Moutfort,88217.68,70739.516
481,2020-08-04,3,C,7,2,1,1,1,10,9,21,26,18,18,13,5,9,13,9,16,10,8,7,9,5,6,7,231,OETRANGE,N28,Sandweiler <-> Oetrange deux sens ,Sandweiler,Oetrange,86217.73,74027.78
483,2020-08-04,3,C,1,0,0,1,2,5,15,24,9,24,19,23,16,17,23,15,18,10,8,8,6,4,3,3,254,ASPELT,N16,Mondorf <-> Aspelt deux sens ,Mondorf,Aspelt,84357.21,64987.043
484,2020-08-04,3,C,0,0,2,0,2,3,14,16,14,11,12,13,13,14,11,18,13,10,7,1,1,3,1,0,179,HELLANGE,N13,Hellange <-> Frisange deux sens ,Hellange,Frisange,79224.34,63937.664
485,2020-08-04,3,C,1,0,0,0,1,4,7,15,15,17,20,18,10,13,13,16,12,12,9,7,4,2,3,3,202,DUDELANGE-KAYL,N31,Kayl <-> Dudelange deux sens ,Kayl,Dudelange,72739.43,61260.1
486,2020-08-04,3,C,3,0,0,0,5,23,35,29,22,37,31,22,25,19,17,18,16,18,17,20,13,12,11,12,405,ESCH-SUR-ALZETTE,N4,Esch-Belval <-> Esch-Centre deux sens ,Esch-Belval,Esch-Centre,66402.57,61767.566
487,2020-08-04,3,C,0,0,0,1,4,8,13,30,37,28,32,26,27,21,17,20,23,14,9,8,8,4,3,5,338,ESCH-SUR-ALZETTE,N31,Esch-sur-Alzette <-> Kayl-Poteau deux sens ,Esch-sur-Alzette,Kayl-Poteau,67438.54,61933.023
488,2020-08-04,3,C,0,0,0,1,2,6,11,26,23,14,32,14,25,17,15,19,20,13,9,6,6,3,2,3,267,RUMELANGE,N33,Rumelange <-> Kayl-Poteau deux sens ,Rumelange,Kayl-Poteau,68581.734,59217.008
490,2020-08-04,3,C,0,0,1,0,0,0,7,3,11,6,6,7,0,5,3,4,6,3,3,1,0,1,2,1,70,GAICHEL,N8,Belgique <-> Luxembourg deux sens ,Belgique,Luxembourg,58321.293,84479.27
493,2020-08-04,3,C,2,0,0,0,0,7,19,28,20,29,26,15,16,18,27,20,16,17,13,7,5,6,5,2,298,BISSEN,N22,Boevange <-> Colmar-Berg deux sens ,Boevange,Colmar-Berg,72252.0,94835.0
495,2020-08-04,3,C,3,0,1,1,0,4,26,10,26,30,25,20,16,19,20,16,13,11,11,6,1,2,7,2,270,RECKANGE,N8,Brouch <-> Reckange deux sens ,Brouch,Reckange,73345.1,90757.43
498,2020-08-04,3,C,0,4,2,7,11,15,25,34,32,38,28,32,25,37,33,27,19,16,20,14,5,1,3,1,429,BASCHARAGE,N31,Biff <-> Niedercorn deux sens ,Biff,Niedercorn,60394.312,69204.414
503,2020-08-04,3,C,0,0,0,0,0,0,0,1,3,3,5,2,1,3,3,0,1,0,1,1,1,0,0,0,25,LORENTZWEILER,CR122,Huensdorf <-> Lorentzweiler deux sens ,Huensdorf,Lorentzweiler,77852.89,85039.0
504,2020-08-04,3,C,0,0,0,0,0,0,1,5,3,6,6,4,0,8,4,7,6,3,5,0,0,1,0,0,59,BLASCHETTE,CR122,Blaschette <-> Lorentzweiler deux sens ,Blaschette,Lorentzweiler,79707.0,85291.0
505,2020-08-04,3,C,2,2,4,5,6,19,31,51,51,58,35,47,38,52,45,43,28,37,23,21,19,20,16,12,665,LORENTZWEILER,N7,Lorentzweiler <-> A7 deux sens ,Lorentzweiler,A7,77847.0,85564.0
506,2020-08-04,3,C,1,0,2,0,2,2,3,7,13,10,11,19,8,13,13,11,12,8,4,4,2,2,2,0,149,MERSCH,CR102,Mersch <-> A7 Schoenfels deux sens ,Mersch,A7 Schoenfels,74824.0,89523.0
508,2020-08-04,3,C,0,1,1,2,3,6,15,9,19,17,20,20,14,15,18,21,17,14,7,5,2,2,2,0,230,MERSCH,N8,Mersch <-> A7 deux sens ,Mersch,A7,74645.0,90828.0
509,2020-08-04,3,C,3,1,1,1,3,5,28,16,39,36,28,28,26,26,24,28,19,16,15,9,1,2,5,2,362,RECKANGE,N8,A7 <-> Reckange deux sens ,A7,Reckange,74281.0,90838.0
520,2020-08-04,3,C,0,0,2,0,3,11,18,31,31,30,27,32,20,26,19,18,22,19,11,7,5,5,6,1,344,ROLLINGEN,N7,Mersch <-> Lintgen deux sens ,Mersch,Lintgen,76360.086,88875.28
525,2020-08-04,3,C,0,0,0,0,0,0,10,4,11,13,17,9,4,15,11,5,10,9,5,3,1,1,0,1,129,ANGELSBERG,CR118,Larochette <-> Mersch deux sens ,Larochette,Mersch,79535.66,92442.2
602,2020-08-04,3,C,9,3,4,2,9,24,42,60,47,58,68,63,55,74,53,61,48,38,36,31,19,13,15,6,838,WEISWAMPACH,N7,Wemperhardt <-> Weiswampach deux sens ,Wemperhardt,Weiswampach,72299.13,134843.62
604,2020-08-04,3,C,1,1,3,5,2,13,25,29,37,36,37,34,20,20,22,24,24,20,26,17,11,3,3,3,416,TROISVIERGES,N12,Wilwerdange <-> Asselborn deux sens ,Wilwerdange,Asselborn,68095.63,132528.28
610,2020-08-04,3,C,7,8,5,10,11,20,72,62,80,91,94,87,64,96,101,80,76,43,34,32,22,10,12,8,1125,DICKT,N7,Hosingen <-> Hoscheid deux sens ,Hosingen,Hoscheid,74344.13,114997.33
708,2020-08-04,3,C,1,2,1,4,4,4,13,17,17,17,28,16,20,23,23,24,12,9,6,8,3,8,4,3,267,MERTZIG,N21,Feulen <-> Mertzig deux sens ,Feulen,Mertzig,68947.51,100496.57
710,2020-08-04,3,C,6,11,12,7,18,34,72,93,111,120,114,105,70,100,114,99,80,50,32,39,18,18,17,9,1349,ETTELBRUCK CONT.,B7,Friedhaff <-> Ettelbruck deux sens ,Friedhaff,Ettelbruck,75172.06,100627.21
711,2020-08-04,3,C,1,0,0,0,1,8,15,34,25,29,28,35,19,30,35,23,22,16,16,13,11,9,3,0,373,SCHIEREN,N7,Ettelbruck <-> Colmar deux sens ,Ettelbruck,Colmar,74927.53,100060.695
712,2020-08-04,3,C,0,0,0,0,1,6,11,14,16,16,20,16,9,17,13,15,14,11,11,8,2,2,1,0,203,WARKEN,CR348,Buerden <-> Ettelbruck deux sens ,Buerden,Ettelbruck,74576.27,102224.555
716,2020-08-04,3,C,1,2,2,1,6,24,39,49,48,43,42,37,32,38,34,36,28,28,26,15,14,12,14,3,574,ETTELBRUCK,N7,Ettelbruck <-> Diekirch deux sens ,Ettelbruck,Diekirch,76330.8,101746.24
724,2020-08-04,3,C,0,1,1,1,3,7,16,20,17,21,20,24,14,27,20,29,21,17,19,11,7,5,4,3,308,MEDERNACH-LAROCHETTE,N14,Larochette <-> Medernach deux sens ,Larochette,Medernach,83536.74,96383.305
805,2020-08-04,3,C,1,1,3,1,4,11,10,23,33,27,28,21,26,18,29,20,18,18,17,4,8,7,3,1,332,REDANGE,N22,Reichlange <-> Redange deux sens ,Reichlange,Redange,62433.26,93397.71
807,2020-08-04,3,C,0,0,1,0,3,7,9,23,35,23,34,36,34,31,39,26,21,26,12,7,11,3,3,2,386,REICHLANGE,N12,Reichlange <-> Bettborn deux sens ,Reichlange,Bettborn,62549.984,93523.484
809,2020-08-04,3,C,0,0,0,1,0,1,4,6,15,10,14,16,10,10,12,9,4,4,7,3,3,1,1,1,132,REICHLANGE,N23,Reichlange <-> Rambrouch deux sens ,Reichlange,Rambrouch,62256.12,93684.695
811,2020-08-04,3,C,0,0,2,0,0,4,9,12,11,17,13,15,10,12,19,12,13,10,5,6,5,7,2,2,186,RIPPWEILER,N24,Noerdange <-> Useldange deux sens ,Noerdange,Useldange,64934.914,91119.266
813,2020-08-04,3,C,0,0,0,1,0,2,6,10,12,10,14,13,6,9,14,11,5,9,3,2,4,1,2,0,134,RIPPWEILER,N24,Noerdange <-> Useldange deux sens ,Noerdange,Useldange,65143.75,91246.97
818,2020-08-04,3,C,0,0,0,3,0,4,13,14,22,19,18,14,12,11,13,15,13,10,9,7,4,3,2,1,207,SAEUL,N12,Tuntange <-> Saeul deux sens ,Tuntange,Saeul,68143.06,87308.63
820,2020-08-04,3,C,0,2,1,0,3,9,20,15,23,20,21,25,11,16,25,18,15,15,11,8,4,1,1,3,267,RIESENHOF,N23,Martelange <-> Koetschette deux sens ,Martelange,Koetschette,54420.99,100762.33
822,2020-08-04,3,C,0,0,0,0,0,2,0,7,7,11,6,11,12,6,10,5,8,6,6,4,2,1,2,2,108,GROSBOUS,N12,Grosbous <-> Hierheck deux sens ,Grosbous,Hierheck,65234.676,99642.78
902,2020-08-04,3,C,1,0,0,0,3,4,7,28,27,31,23,25,22,27,28,23,17,27,19,14,5,2,1,2,336,CLERVAUX,N18,Marnach <-> Antoniushof deux sens ,Marnach,Antoniushof,69742.12,124931.14
905,2020-08-04,3,C,2,2,2,7,5,15,35,60,61,57,62,54,41,68,65,62,41,25,20,26,14,15,8,2,749,NIEDERFEULEN,N15,Feulen <-> Ettelbruck deux sens ,Feulen,Ettelbruck,72442.53,101794.555
908,2020-08-04,3,C,2,0,0,0,7,20,33,29,35,37,33,23,21,30,21,22,19,29,26,19,21,7,13,2,449,BETTEMBOURG,N13,Bettembourg <-> Fennange deux sens ,Bettembourg,Fennange,74808.01,64802.297
909,2020-08-04,3,C,0,0,0,0,2,12,19,21,21,47,51,27,26,25,20,18,14,18,16,11,7,5,4,4,368,TETANGE,N33,Rumelange <-> Kayl deux sens ,Rumelange,Kayl,70816.64,60129.043
926,2020-08-04,3,C,2,0,0,1,0,15,33,30,39,31,35,26,29,28,22,20,20,16,14,14,15,13,12,11,426,ESCH-ALZETTE,N4,Lallange <-> Esch-Alzette deux sens ,Lallange,Esch-Alzette,66852.0,62961.0
927,2020-08-04,3,C,0,1,0,2,1,1,7,24,20,13,17,22,24,22,17,17,7,11,9,2,1,1,1,1,221,WICKRANGE,N13,Wickrange <-> Pontpierre deux sens ,Wickrange,Pontpierre,69445.73,67176.516
928,2020-08-04,3,C,0,0,0,0,0,4,13,18,15,16,19,11,12,16,13,12,11,15,14,13,7,4,4,4,221,BELVAUX,N31,Belvaux <-> Differdange deux sens ,Belvaux,Differdange,62411.56,64443.49
939,2020-08-04,3,C,7,8,5,9,12,33,58,68,76,88,94,80,77,74,78,74,65,49,36,33,24,12,10,7,1077,HOSINGEN,N7,Dorscheid <-> Hosingen deux sens ,Dorscheid,Hosingen,74532.484,120637.63
941,2020-08-04,3,C,0,0,1,1,3,6,9,12,25,25,18,33,16,16,28,14,11,7,5,5,10,2,3,3,253,ALLERBORN,N20,Féitsch <-> Allerborn deux sens ,Féitsch,Allerborn,59769.207,122546.0
942,2020-08-04,3,C,1,0,2,3,3,7,10,22,38,43,32,58,25,29,37,32,19,11,12,12,6,3,6,4,415,HAMIVILLE,N12,Hamiville <-> Féitsch deux sens ,Hamiville,Féitsch,60364.152,123320.05
944,2020-08-04,3,C,3,0,1,5,2,5,8,18,24,26,26,28,14,12,18,16,16,10,13,10,3,0,2,3,263,EMESCHBAACH,N12,Asselborn <-> Antoniushaff deux sens ,Asselborn,Antoniushaff,64769.258,128659.93
1111,2020-08-04,3,C,0,1,0,0,1,11,14,9,18,20,24,14,16,22,15,23,13,9,14,9,7,5,3,2,250,ECHTERNACH,N10,Echternach <-> Bollendorf deux sens ,Echternach,Bollendorf,96674.516,98391.53
1113,2020-08-04,3,C,0,0,0,0,0,1,7,4,5,5,5,3,5,10,8,3,5,5,1,3,1,1,0,0,72,CHRISTNACH,CR118,Christnach <-> Consdorf deux sens ,Christnach,Consdorf,87978.6,94792.87
1114,2020-08-04,3,C,0,0,0,0,2,3,6,5,7,6,10,9,11,11,12,11,3,7,7,7,4,1,2,1,125,PAFEBIERG,CR141,Osweiler <-> Mompach deux sens ,Osweiler,Mompach,100631.55,93911.984
1117,2020-08-04,3,C,2,1,3,5,7,11,30,37,45,47,48,46,47,49,35,28,32,23,26,17,9,5,4,1,558,ECHTERNACH,N11,Echternach <-> Luxembourg deux sens ,Echternach,Luxembourg,97290.05,96950.62
1119,2020-08-04,3,C,1,0,0,0,0,4,9,3,7,10,7,11,7,5,6,3,3,5,2,4,2,2,2,1,94,STEINHEIM,N10,Echternach <-> Wasserbillig deux sens ,Echternach,Wasserbillig,101849.56,98546.32
1202,2020-08-04,3,C,3,0,0,1,1,7,17,17,20,22,20,21,22,23,17,19,19,14,10,10,7,4,6,2,282,JUNGLINSTER,N11,Junglinster <-> Gonderange deux sens ,Junglinster,Gonderange,85771.23,85499.0
1204,2020-08-04,3,C,5,3,1,3,2,22,44,50,62,54,61,69,53,60,56,35,43,17,14,19,14,9,6,3,705,GONDERANGE,N11,Gonderange <-> Junglinster deux sens ,Gonderange,Junglinster,85287.734,84159.34
1206,2020-08-04,3,C,0,0,0,0,0,0,1,4,2,5,5,3,4,5,4,2,4,3,3,2,2,2,2,1,54,EISENBORN,CR119,Staffelstein <-> Eisenborn deux sens ,Staffelstein,Eisenborn,81117.0,83990.0
1207,2020-08-04,3,C,0,0,2,1,0,5,18,15,26,19,17,23,20,24,19,15,23,18,13,12,4,7,8,2,291,JUNGLINSTER,N11,Graulinster <-> Junglinster deux sens ,Graulinster,Junglinster,87152.0,87021.0
1208,2020-08-04,3,C,1,0,1,1,0,7,9,18,13,9,14,16,16,19,17,7,12,10,6,5,5,2,4,1,193,JUNGLINSTER,CR121,Junglinster <-> Blumenthal deux sens ,Junglinster,Blumenthal,87126.0,87227.0
1209,2020-08-04,3,C,2,2,0,3,0,16,27,32,40,29,45,47,32,43,45,20,30,11,9,11,9,5,5,2,465,JUNGLINSTER,N11,Junglinster <-> Gonderange deux sens ,Junglinster,Gonderange,85689.0,85250.0
1210,2020-08-04,3,C,2,3,0,3,0,19,36,42,62,34,44,60,44,35,52,33,38,12,13,15,12,6,7,2,574,JUNGLINSTER,N11,Gonderange <-> Graulinster deux sens ,Gonderange,Graulinster,86181.0,85345.0
1211,2020-08-04,3,C,0,0,0,0,0,2,3,7,4,2,10,7,5,3,6,4,4,2,3,2,1,1,3,1,70,GODBRANGE,CR129,Junglinster <-> Godbrange deux sens ,Junglinster,Godbrange,84952.0,88911.0
1223,2020-08-04,3,C,2,2,0,3,2,9,14,17,17,27,21,24,18,17,26,21,17,16,13,9,8,5,6,2,296,MACHTUM,N10,Grevenmacher <-> Remich deux sens ,Grevenmacher,Remich,98652.9,81359.82
1229,2020-08-04,3,C,1,0,0,0,0,4,8,12,16,14,18,9,14,10,11,10,11,7,5,3,1,2,3,0,159,BIWER,N14,Wecker <-> Boudlerbach deux sens ,Wecker,Boudlerbach,94591.47,85866.375
1230,2020-08-04,3,C,0,3,19,0,5,4,19,22,24,21,21,25,18,21,20,15,20,15,17,16,8,4,3,3,323,NIEDERANVEN,N1,Niederanven <-> Senningerberg deux sens ,Niederanven,Senningerberg,85068.016,79222.9
1231,2020-08-04,3,C,1,2,4,3,1,5,10,23,21,26,21,25,19,19,15,20,13,11,12,12,6,2,2,4,277,BERG,N1,Wecker <-> Roodt-sur-Syre deux sens ,Wecker,Roodt-sur-Syre,93813.984,83089.69
1232,2020-08-04,3,C,3,4,2,3,4,15,25,57,47,45,61,36,37,20,33,37,25,23,21,14,8,3,3,2,528,GREVENMACHER,N1,Grevenmacher <-> Potaschberg A1 deux sens ,Grevenmacher,Potaschberg A1,99073.95,82634.05
1250,2020-08-04,3,C,1,0,1,0,1,2,10,17,10,12,8,10,6,11,8,10,11,10,3,2,2,3,3,1,142,MOERSDORF,N10,Wasserbillig <-> Born deux sens ,Wasserbillig,Born,104024.4,89718.56
1300,2020-08-04,3,C,13,11,8,10,21,32,68,99,111,125,128,123,116,103,112,84,67,42,33,25,18,20,12,13,1394,LORENTZWEILER,A7,Mersch <-> Luxembourg deux sens ,Mersch,Luxembourg,76556.0,85983.0
1314,2020-08-04,3,C,0,0,2,0,1,4,8,16,16,13,16,18,12,18,22,16,19,13,15,6,4,3,3,3,228,DALHEIM,N13,Filsdorf <-> Bous deux sens ,Filsdorf,Bous,86768.91,67154.63
1410,2020-08-04,3,C,163,168,134,166,272,505,613,635,650,598,620,588,530,547,526,560,531,446,468,464,348,348,249,220,10349,BETTEMBOURG,A3,Croix de Bettembourg <-> Luxembourg deux sens ,Croix de Bettembourg,Luxembourg,76227.07,64532.98
1414,2020-08-04,3,C,142,109,85,112,239,576,509,508,527,541,591,622,553,575,690,753,737,781,497,367,219,314,356,178,10581,FRANCE Frontière,A3,France <-> Luxembourg deux sens ,France,Luxembourg,76415.195,60861.355
1430,2020-08-04,3,C,58,65,51,80,85,139,224,276,240,211,253,281,241,229,240,241,234,211,194,152,101,84,58,50,3998,POTASCHBIERG,A1,Aire de Wasserbillig <-> Echangeur Munsbach deux sens ,Aire de Wasserbillig,Echangeur Munsbach,98204.266,83303.73
1432,2020-08-04,3,C,62,75,61,94,101,185,275,338,337,288,320,349,322,301,337,251,378,291,235,151,153,106,83,65,5158,ALLEMAGNE Frontière,A1,Allemagne <-> Luxembourg deux sens ,Allemagne,Luxembourg,103675.21,88574.78
1433,2020-08-04,3,C,56,55,46,80,90,153,231,289,252,236,278,273,224,213,259,238,208,225,202,133,112,89,61,46,4049,FINDEL,A1,Muensbach <-> Senningerberg deux sens ,Muensbach,Senningerberg,84816.99,78195.62
1441,2020-08-04,3,C,15,7,4,11,46,93,146,165,159,168,160,160,123,116,114,111,91,64,40,30,113,27,14,14,1991,AESSEN,A13,Sanem <-> Lankelz deux sens ,Sanem,Lankelz,63022.316,66426.78
1448,2020-08-04,3,C,30,26,26,31,67,111,137,169,163,139,169,146,157,150,179,157,155,145,130,84,100,60,51,29,2611,TUNNEL MARKUSBIERG,A13,Allemagne <-> Frisange deux sens ,Allemagne,Frisange,94038.67,60374.227
1483,2020-08-04,3,C,12,11,8,12,17,25,56,80,91,100,107,105,94,92,85,73,54,44,25,24,16,18,12,14,1175,LORENTZWEILER échangeur,A7,T. Grouft <-> T. Gosseldange deux sens ,T. Grouft,T. Gosseldange,77829.83,85801.0
1486,2020-08-04,3,C,16,14,10,16,30,52,102,136,140,162,171,187,157,149,153,131,110,87,47,50,29,28,22,19,2018,GRENGEWALD,A7,Ech. Waldhof <-> Ech. Kirchberg deux sens ,Ech. Waldhof,Ech. Kirchberg,81368.125,79165.42
1487,2020-08-04,3,C,12,11,4,9,21,35,73,92,94,128,109,118,102,105,91,87,62,52,30,26,23,18,14,17,1333,STAFFELSTEIN,A7,Ech. Waldhof <-> Ech. Lorentzweiler deux sens ,Ech. Waldhof,Ech. Lorentzweiler,80637.51,80313.8
5120,2020-08-04,3,C,0,0,0,0,2,11,18,25,24,22,18,18,19,16,19,14,19,21,20,15,9,4,4,5,303,OBERCORN,CR174,Soleuvre <-> Differdange deux sens ,Soleuvre,Differdange,61416.0,65192.973
17563,2020-08-04,3,C,3,0,0,4,5,13,8,5,4,5,6,6,4,4,8,12,4,8,5,9,4,2,0,5,124,BELVAUX,B40,France <-> Esch deux sens ,France,Esch,63849.78,63148.72
2,2020-08-05,3,C,6,8,6,9,6,15,46,60,48,47,57,63,54,57,53,49,47,34,37,37,12,10,6,12,779,WEMPERHARDT Frontière,N12,Belgique <-> Wemperhardt deux sens ,Belgique,Wemperhardt,71763.83,135930.69
7,2020-08-05,3,C,1,3,1,0,5,11,28,31,30,27,34,37,27,24,26,28,20,21,12,8,7,4,2,2,389,WASSERBILLIG Frontière,N1,Allemagne <-> Wasserbillig deux sens ,Allemagne,Wasserbillig,104390.6,86705.04
10,2020-08-05,3,C,0,1,1,2,2,23,30,27,34,29,29,16,23,28,33,31,22,27,15,12,8,6,3,0,402,REMICH Frontière,N2,Allemagne <-> Remich deux sens ,Allemagne,Remich,94650.09,67632.38
11,2020-08-05,3,C,0,0,0,2,0,3,5,6,5,5,5,3,8,6,6,8,13,8,7,9,1,1,0,0,101,WORMELDANGE Frontière,CR122B,Wormeldange <-> Allemagne deux sens ,Wormeldange,Allemagne,96998.64,74772.195
12,2020-08-05,3,C,4,0,2,2,3,5,9,6,9,5,12,13,9,10,11,7,13,11,3,8,5,3,2,0,152,SCHENGEN Frontière,N10,Allemagne <-> Schengen deux sens ,Allemagne,Schengen,94452.04,59671.875
15,2020-08-05,3,C,1,0,0,0,0,0,1,2,4,7,4,4,4,4,6,2,3,0,0,2,0,0,0,0,44,DUDELANGE Frontière,CR184,France <-> Luxembourg deux sens ,France,Luxembourg,73685.16,58403.06
16,2020-08-05,3,C,0,0,2,2,4,5,8,17,13,10,8,17,7,11,9,10,8,10,11,5,4,5,8,1,175,ESCH-ALZETTE Frontière,N4,France <-> Esch/Alzette deux sens ,France,Esch/Alzette,65661.805,61457.156
18,2020-08-05,3,C,19,21,11,17,32,83,84,96,104,89,93,89,120,97,99,129,124,100,86,77,63,27,30,23,1713,RODANGE Frontière Belgique,N5F,Belgique <-> Rodange deux sens ,Belgique,Rodange,54827.676,68064.97
20,2020-08-05,3,C,0,0,0,1,1,1,8,12,10,6,11,8,15,5,9,8,4,7,3,3,2,0,0,1,115,STEINFORT Frontière,N6,Belgique <-> Steinfort deux sens ,Belgique,Steinfort,60990.77,80497.3
21,2020-08-05,3,C,4,0,2,6,7,12,25,40,44,37,37,33,31,37,34,29,27,15,17,14,7,8,7,5,478,CAP,N6,Windhof <-> Capellen deux sens ,Windhof,Capellen,65806.37,79096.31
24,2020-08-05,3,C,0,0,0,2,0,10,10,16,20,19,14,16,15,13,10,9,13,8,11,12,7,4,8,4,221,RODANGE,N5,France <-> Rodange deux sens ,France,Rodange,55248.91,68011.25
25,2020-08-05,3,C,2,0,0,1,1,10,13,16,13,15,13,8,14,6,19,20,8,7,7,5,5,5,4,1,193,PETANGE,N5b,Pétange <-> Athus deux sens ,Pétange,Athus,57345.37,69400.0
26,2020-08-05,3,C,6,11,8,17,30,85,117,130,122,136,163,140,143,121,139,134,100,59,69,47,34,16,15,11,1853,PETANGE,N31,Lamadelaine <-> Biff deux sens ,Lamadelaine,Biff,58072.58,69260.56
